1442822603,nan,-1,20000,0,0
1442822606,nan,-1,19999,1,0
1442822609,nan,-1,19999,1,0
1442822612,nan,-1,19999,1,0
1442822615,nan,-1,19999,1,0
1442822618,nan,-1,19999,1,0
1442822621,nan,-1,19999,1,0
1442822624,nan,-1,19999,1,0
1442822627,nan,-1,19999,1,0
1442822630,nan,-1,19999,1,0
1442822633,nan,-1,19999,1,0
1442822636,nan,-1,19999,1,0
1442822639,nan,-1,19999,1,0
1442822642,nan,-1,19999,1,0
1442822645,3.223590,0,19999,0,1
1442822648,3.223590,0,19998,1,1
1442822651,3.223590,0,19998,1,1
1442822654,3.223590,0,19998,1,1
1442822657,3.223590,0,19998,1,1
1442822660,3.223590,0,19998,1,1
1442822663,3.223590,0,19998,1,1
1442822666,3.223590,0,19998,1,1
1442822669,3.223590,0,19998,1,1
1442822672,3.223590,0,19998,1,1
1442822675,3.223590,0,19998,1,1
1442822678,3.223590,0,19998,1,1
1442822681,3.223590,0,19998,1,1
1442822684,3.223590,0,19998,1,1
1442822687,3.223590,0,19998,1,1
1442822690,1.044233,1,19998,0,2
1442822694,1.044233,1,19998,1,2
1442822697,1.044233,1,19998,1,2
1442822700,1.044233,1,19998,1,2
1442822703,1.044233,1,19998,1,2
1442822706,1.044233,1,19998,1,2
1442822709,1.044233,1,19998,1,2
1442822712,1.044233,1,19998,1,2
1442822715,1.044233,1,19998,1,2
1442822718,1.044233,1,19998,1,2
1442822721,1.044233,1,19998,1,2
1442822724,1.044233,1,19998,1,2
1442822727,1.044233,1,19998,1,2
1442822730,1.044233,1,19998,1,2
1442822733,1.044233,1,19998,1,2
1442822736,1.044233,1,19998,0,3
1442822739,1.044233,1,19998,1,3
1442822742,1.044233,1,19998,1,3
1442822745,1.044233,1,19998,1,3
1442822748,1.044233,1,19998,1,3
1442822751,1.044233,1,19998,1,3
1442822754,1.044233,1,19998,1,3
1442822757,1.044233,1,19998,1,3
1442822760,1.044233,1,19998,1,3
1442822764,1.044233,1,19998,1,3
1442822767,1.044233,1,19998,1,3
1442822770,1.044233,1,19998,1,3
1442822773,1.044233,1,19998,1,3
1442822776,1.044233,1,19998,1,3
1442822779,1.044233,1,19998,0,4
1442822782,1.044233,1,19998,1,4
1442822785,1.044233,1,19998,1,4
1442822788,1.044233,1,19998,1,4
1442822791,1.044233,1,19998,1,4
1442822794,1.044233,1,19998,1,4
1442822797,1.044233,1,19998,1,4
1442822800,1.044233,1,19998,1,4
1442822803,1.044233,1,19998,1,4
1442822806,1.044233,1,19998,1,4
1442822809,1.044233,1,19998,1,4
1442822812,1.044233,1,19998,1,4
1442822815,1.044233,1,19998,1,4
1442822818,1.044233,1,19998,1,4
1442822821,1.044233,1,19998,1,4
1442822824,1.044233,1,19998,0,5
1442822828,1.044233,1,19998,1,5
1442822831,1.044233,1,19998,1,5
1442822834,1.044233,1,19998,1,5
1442822837,1.044233,1,19998,1,5
1442822840,1.044233,1,19998,1,5
1442822843,1.044233,1,19998,1,5
1442822846,1.044233,1,19998,1,5
1442822849,1.044233,1,19998,1,5
1442822852,1.044233,1,19998,1,5
1442822855,1.044233,1,19998,1,5
1442822858,1.044233,1,19998,1,5
1442822861,1.044233,1,19998,1,5
1442822864,1.044233,1,19998,1,5
1442822867,1.044233,1,19998,0,6
1442822871,1.044233,1,19998,1,6
1442822874,1.044233,1,19998,1,6
1442822877,1.044233,1,19998,1,6
1442822880,1.044233,1,19998,1,6
1442822883,1.044233,1,19998,1,6
1442822886,1.044233,1,19998,1,6
1442822889,1.044233,1,19998,1,6
1442822892,1.044233,1,19998,1,6
1442822895,1.044233,1,19998,1,6
1442822898,1.044233,1,19998,1,6
1442822901,1.044233,1,19998,1,6
1442822904,1.044233,1,19998,1,6
1442822907,1.044233,1,19998,1,6
1442822910,1.044233,1,19998,1,6
1442822913,1.044233,1,19998,0,7
1442822917,1.044233,1,19998,1,7
1442822920,1.044233,1,19998,1,7
1442822923,1.044233,1,19998,1,7
1442822926,1.044233,1,19998,1,7
1442822929,1.044233,1,19998,1,7
1442822932,1.044233,1,19998,1,7
1442822935,1.044233,1,19998,1,7
1442822938,1.044233,1,19998,1,7
1442822941,1.044233,1,19998,1,7
1442822944,1.044233,1,19998,1,7
1442822947,1.044233,1,19998,1,7
1442822950,1.044233,1,19998,1,7
1442822953,1.044233,1,19998,1,7
1442822956,1.044233,1,19998,1,7
1442822959,1.044233,1,19998,0,8
1442822962,1.044233,1,19998,1,8
1442822965,1.044233,1,19998,1,8
1442822968,1.044233,1,19998,1,8
1442822971,1.044233,1,19998,1,8
1442822975,1.044233,1,19998,1,8
1442822978,1.044233,1,19998,1,8
1442822981,1.044233,1,19998,1,8
1442822984,1.044233,1,19998,1,8
1442822987,1.044233,1,19998,1,8
1442822990,1.044233,1,19998,1,8
1442822993,1.044233,1,19998,1,8
1442822996,1.044233,1,19998,1,8
1442822999,1.044233,1,19998,1,8
1442823002,1.024793,20006,19998,0,9
1442823005,1.024793,20006,19998,1,9
1442823008,1.024793,20006,19998,1,9
1442823011,1.024793,20006,19998,1,9
1442823014,1.024793,20006,19998,1,9
1442823017,1.024793,20006,19998,1,9
1442823020,1.024793,20006,19998,1,9
1442823023,1.024793,20006,19998,1,9
1442823026,1.024793,20006,19998,1,9
1442823029,1.024793,20006,19998,1,9
1442823032,1.024793,20006,19998,1,9
1442823035,1.024793,20006,19998,1,9
1442823039,1.024793,20006,19998,1,9
1442823042,1.024793,20006,19998,1,9
1442823045,0.997499,20007,19998,0,10
1442823048,0.997499,20007,19998,1,10
1442823051,0.997499,20007,19998,1,10
1442823054,0.997499,20007,19998,1,10
1442823057,0.997499,20007,19998,1,10
1442823060,0.997499,20007,19998,1,10
1442823063,0.997499,20007,19998,1,10
1442823066,0.997499,20007,19998,1,10
1442823069,0.997499,20007,19998,1,10
1442823072,0.997499,20007,19998,1,10
1442823075,0.997499,20007,19998,1,10
1442823078,0.997499,20007,19998,1,10
1442823081,0.997499,20007,19998,1,10
1442823084,0.997499,20007,19998,1,10
1442823087,0.997499,20007,19998,1,10
1442823090,0.973977,20008,19998,0,11
1442823094,0.973977,20008,19998,1,11
1442823097,0.973977,20008,19998,1,11
1442823100,0.973977,20008,19998,1,11
1442823103,0.973977,20008,19998,1,11
1442823106,0.973977,20008,19998,1,11
1442823109,0.973977,20008,19998,1,11
1442823112,0.973977,20008,19998,1,11
1442823115,0.973977,20008,19998,1,11
1442823118,0.973977,20008,19998,1,11
1442823121,0.973977,20008,19998,1,11
1442823124,0.973977,20008,19998,1,11
1442823127,0.973977,20008,19998,1,11
1442823130,0.973977,20008,19998,1,11
1442823133,0.959081,20009,19998,0,12
1442823137,0.959081,20009,19998,1,12
1442823140,0.959081,20009,19998,1,12
1442823143,0.959081,20009,19998,1,12
1442823146,0.959081,20009,19998,1,12
1442823149,0.959081,20009,19998,1,12
1442823152,0.959081,20009,19998,1,12
1442823155,0.959081,20009,19998,1,12
1442823158,0.959081,20009,19998,1,12
1442823161,0.959081,20009,19998,1,12
1442823164,0.959081,20009,19998,1,12
1442823167,0.959081,20009,19998,1,12
1442823170,0.959081,20009,19998,1,12
1442823173,0.959081,20009,19998,1,12
1442823177,0.957257,20010,19998,0,13
1442823180,0.957257,20010,19998,1,13
1442823183,0.957257,20010,19998,1,13
1442823186,0.957257,20010,19998,1,13
1442823189,0.957257,20010,19998,1,13
1442823193,0.957257,20010,19998,1,13
1442823196,0.957257,20010,19998,1,13
1442823199,0.957257,20010,19998,1,13
1442823202,0.957257,20010,19998,1,13
1442823205,0.957257,20010,19998,1,13
1442823208,0.957257,20010,19998,1,13
1442823211,0.957257,20010,19998,1,13
1442823214,0.957257,20010,19998,1,13
1442823217,0.957257,20010,19998,1,13
1442823220,0.957257,20010,19998,0,14
1442823223,0.957257,20010,19998,1,14
1442823227,0.957257,20010,19998,1,14
1442823230,0.957257,20010,19998,1,14
1442823233,0.957257,20010,19998,1,14
1442823236,0.957257,20010,19998,1,14
1442823239,0.957257,20010,19998,1,14
1442823242,0.957257,20010,19998,1,14
1442823245,0.957257,20010,19998,1,14
1442823248,0.957257,20010,19998,1,14
1442823251,0.957257,20010,19998,1,14
1442823254,0.957257,20010,19998,1,14
1442823257,0.957257,20010,19998,1,14
1442823260,0.957257,20010,19998,1,14
1442823263,0.948229,20012,19998,0,15
1442823267,0.948229,20012,19998,1,15
1442823270,0.948229,20012,19998,1,15
1442823273,0.948229,20012,19998,1,15
1442823276,0.948229,20012,19998,1,15
1442823279,0.948229,20012,19998,1,15
1442823282,0.948229,20012,19998,1,15
1442823285,0.948229,20012,19998,1,15
1442823288,0.948229,20012,19998,1,15
1442823291,0.948229,20012,19998,1,15
1442823294,0.948229,20012,19998,1,15
1442823297,0.948229,20012,19998,1,15
1442823300,0.948229,20012,19998,1,15
1442823303,0.948229,20012,19998,1,15
1442823306,0.940969,20013,19998,0,16
1442823310,0.940969,20013,19998,1,16
1442823313,0.940969,20013,19998,1,16
1442823316,0.940969,20013,19998,1,16
1442823319,0.940969,20013,19998,1,16
1442823322,0.940969,20013,19998,1,16
1442823325,0.940969,20013,19998,1,16
1442823328,0.940969,20013,19998,1,16
1442823331,0.940969,20013,19998,1,16
1442823334,0.940969,20013,19998,1,16
1442823337,0.940969,20013,19998,1,16
1442823340,0.940969,20013,19998,1,16
1442823343,0.940969,20013,19998,1,16
1442823346,0.940969,20013,19998,1,16
1442823349,0.940969,20013,19998,0,17
1442823353,0.940969,20013,19998,1,17
1442823356,0.940969,20013,19998,1,17
1442823359,0.940969,20013,19998,1,17
1442823362,0.940969,20013,19998,1,17
1442823365,0.940969,20013,19998,1,17
1442823368,0.940969,20013,19998,1,17
1442823372,0.940969,20013,19998,1,17
1442823375,0.940969,20013,19998,1,17
1442823378,0.940969,20013,19998,1,17
1442823381,0.940969,20013,19998,1,17
1442823384,0.940969,20013,19998,1,17
1442823387,0.940969,20013,19998,1,17
1442823390,0.940969,20013,19998,1,17
1442823393,0.940969,20013,19998,0,18
1442823397,0.940969,20013,19998,1,18
1442823400,0.940969,20013,19998,1,18
1442823403,0.940969,20013,19998,1,18
1442823406,0.940969,20013,19998,1,18
1442823409,0.940969,20013,19998,1,18
1442823412,0.940969,20013,19998,1,18
1442823415,0.940969,20013,19998,1,18
1442823418,0.940969,20013,19998,1,18
1442823421,0.940969,20013,19998,1,18
1442823424,0.940969,20013,19998,1,18
1442823427,0.940969,20013,19998,1,18
1442823430,0.940969,20013,19998,1,18
1442823433,0.940969,20013,19998,1,18
1442823436,0.940969,20013,19998,1,18
1442823439,0.940969,20013,19998,0,19
1442823443,0.940969,20013,19998,1,19
1442823446,0.940969,20013,19998,1,19
1442823450,0.940969,20013,19998,1,19
1442823453,0.940969,20013,19998,1,19
